ASSERTION	AAECAAMGAAAAAAAAAFRAAAAAAAAAWUAB
RUN	serveur.controller.LoadTest	loadtest	1558261487107	 	3.1.2
REQUEST	18904		TryConnect	1558261568058	1558261575979	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18912		TryConnect	1558261568142	1558261575980	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19324	END	1558261569777	1558261575943
USER	TryConnect2	19332	END	1558261569777	1558261575943
USER	TryConnect2	19340	END	1558261569778	1558261575944
USER	TryConnect2	18896	END	1558261568057	1558261575979
USER	TryConnect2	18904	END	1558261568058	1558261575979
USER	TryConnect2	18912	END	1558261568142	1558261575980
REQUEST	18920		TryConnect	1558261568143	1558261575980	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18928		TryConnect	1558261568143	1558261576024	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18936		TryConnect	1558261568227	1558261576025	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18920	END	1558261568143	1558261576024
USER	TryConnect2	18928	END	1558261568143	1558261576024
USER	TryConnect2	18936	END	1558261568227	1558261576025
REQUEST	18944		TryConnect	1558261568227	1558261576025	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18952		TryConnect	1558261568228	1558261576026	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18960		TryConnect	1558261568325	1558261576026	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18944	END	1558261568227	1558261576026
USER	TryConnect2	18952	END	1558261568227	1558261576026
USER	TryConnect2	18960	END	1558261568325	1558261576027
REQUEST	18968		TryConnect	1558261568326	1558261576027	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18976		TryConnect	1558261568327	1558261576029	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18984		TryConnect	1558261568422	1558261576030	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18968	END	1558261568326	1558261576029
USER	TryConnect2	18976	END	1558261568327	1558261576030
USER	TryConnect2	18984	END	1558261568422	1558261576030
REQUEST	18992		TryConnect	1558261568422	1558261576030	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19000		TryConnect	1558261568423	1558261576031	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19008		TryConnect	1558261568524	1558261576031	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18992	END	1558261568422	1558261576031
USER	TryConnect2	19000	END	1558261568423	1558261576031
USER	TryConnect2	19008	END	1558261568524	1558261576032
REQUEST	19016		TryConnect	1558261568525	1558261576032	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19024		TryConnect	1558261568550	1558261576033	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19032		TryConnect	1558261568551	1558261576034	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19016	END	1558261568525	1558261576033
USER	TryConnect2	19024	END	1558261568550	1558261576033
USER	TryConnect2	19032	END	1558261568551	1558261576034
REQUEST	19040		TryConnect	1558261568577	1558261576034	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19048		TryConnect	1558261568657	1558261576036	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19056		TryConnect	1558261568657	1558261576036	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19040	END	1558261568577	1558261576036
USER	TryConnect2	19048	END	1558261568657	1558261576036
USER	TryConnect2	19056	END	1558261568657	1558261576036
REQUEST	19064		TryConnect	1558261568741	1558261576036	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19072		TryConnect	1558261568742	1558261576038	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19080		TryConnect	1558261568743	1558261576038	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19064	END	1558261568741	1558261576038
USER	TryConnect2	19072	END	1558261568742	1558261576038
USER	TryConnect2	19080	END	1558261568743	1558261576038
REQUEST	19088		TryConnect	1558261568839	1558261576038	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19096		TryConnect	1558261568839	1558261576041	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19104		TryConnect	1558261568840	1558261576041	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19088	END	1558261568839	1558261576041
USER	TryConnect2	19096	END	1558261568839	1558261576041
USER	TryConnect2	19104	END	1558261568840	1558261576041
REQUEST	19112		TryConnect	1558261568932	1558261576041	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19120		TryConnect	1558261568933	1558261576043	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19128		TryConnect	1558261568933	1558261576043	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19112	END	1558261568932	1558261576043
USER	TryConnect2	19120	END	1558261568933	1558261576043
USER	TryConnect2	19128	END	1558261568933	1558261576043
REQUEST	19136		TryConnect	1558261569020	1558261576044	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19144		TryConnect	1558261569020	1558261576047	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19152		TryConnect	1558261569021	1558261576047	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19136	END	1558261569020	1558261576047
USER	TryConnect2	19144	END	1558261569020	1558261576047
USER	TryConnect2	19152	END	1558261569020	1558261576047
REQUEST	19160		TryConnect	1558261569113	1558261576047	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19168		TryConnect	1558261569113	1558261576049	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19176		TryConnect	1558261569114	1558261576049	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19160	END	1558261569113	1558261576049
USER	TryConnect2	19168	END	1558261569113	1558261576049
USER	TryConnect2	19176	END	1558261569114	1558261576049
REQUEST	19184		TryConnect	1558261569203	1558261576049	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19192		TryConnect	1558261569203	1558261576052	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19200		TryConnect	1558261569295	1558261576053	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19184	END	1558261569202	1558261576052
USER	TryConnect2	19192	END	1558261569203	1558261576052
USER	TryConnect2	19200	END	1558261569295	1558261576053
REQUEST	19208		TryConnect	1558261569296	1558261576053	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19216		TryConnect	1558261569296	1558261576054	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19224		TryConnect	1558261569387	1558261576055	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19208	END	1558261569296	1558261576054
USER	TryConnect2	19216	END	1558261569296	1558261576055
USER	TryConnect2	19224	END	1558261569386	1558261576055
REQUEST	19232		TryConnect	1558261569387	1558261576055	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19240		TryConnect	1558261569388	1558261576057	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19248		TryConnect	1558261569504	1558261576057	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19232	END	1558261569387	1558261576057
USER	TryConnect2	19240	END	1558261569387	1558261576057
USER	TryConnect2	19248	END	1558261569504	1558261576058
REQUEST	19256		TryConnect	1558261569505	1558261576058	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19264		TryConnect	1558261569505	1558261576059	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19272		TryConnect	1558261569507	1558261576059	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19256	END	1558261569505	1558261576059
USER	TryConnect2	19264	END	1558261569505	1558261576059
USER	TryConnect2	19272	END	1558261569507	1558261576060
REQUEST	19280		TryConnect	1558261569608	1558261576060	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19288		TryConnect	1558261569610	1558261576062	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19296		TryConnect	1558261569610	1558261576063	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19280	END	1558261569608	1558261576062
USER	TryConnect2	19288	END	1558261569610	1558261576063
USER	TryConnect2	19296	END	1558261569610	1558261576063
REQUEST	19334		TryConnect	1558261569777	1558261575936	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18781		TryConnect	1558261567857	1558261575935	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19334	END	1558261569777	1558261576132
USER	TryConnect2	18781	END	1558261567857	1558261576132
REQUEST	18634		TryConnect	1558261567578	1558261575933	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18789		TryConnect	1558261567857	1558261576132	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18642		TryConnect	1558261567579	1558261576133	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18797		TryConnect	1558261567858	1558261576134	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18634	END	1558261567578	1558261576133
USER	TryConnect2	18789	END	1558261567857	1558261576133
USER	TryConnect2	18642	END	1558261567579	1558261576134
USER	TryConnect2	18797	END	1558261567858	1558261576134
REQUEST	18650		TryConnect	1558261567579	1558261576134	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19364		TryConnect	1558261569897	1558261575944	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18650	END	1558261567579	1558261576135
USER	TryConnect2	19364	END	1558261569897	1558261576135
REQUEST	18423		TryConnect	1558261567368	1558261575936	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18658		TryConnect	1558261567579	1558261576135	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18431		TryConnect	1558261567368	1558261576137	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18666		TryConnect	1558261567668	1558261576137	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18423	END	1558261567368	1558261576137
USER	TryConnect2	18658	END	1558261567579	1558261576137
USER	TryConnect2	18431	END	1558261567368	1558261576137
USER	TryConnect2	18666	END	1558261567668	1558261576137
REQUEST	18439		TryConnect	1558261567369	1558261576137	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
