ASSERTION	AAECAAMGAAAAAAAAAFRAAAAAAAAAWUAB
RUN	serveur.controller.LoadTest	loadtest	1558261487107	 	3.1.2
USER	TryConnect2	18425	END	1558261567368	1558261575785
USER	TryConnect2	18514	END	1558261567479	1558261575785
REQUEST	18725		TryConnect	1558261567675	1558261575785	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18359		TryConnect	1558261567366	1558261575777	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18725	END	1558261567675	1558261575786
USER	TryConnect2	18359	END	1558261567366	1558261575786
REQUEST	19166		TryConnect	1558261569113	1558261575784	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18522		TryConnect	1558261567481	1558261575786	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18433		TryConnect	1558261567368	1558261575785	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18848		TryConnect	1558261567863	1558261575779	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19166	END	1558261569113	1558261575787
USER	TryConnect2	18522	END	1558261567481	1558261575787
USER	TryConnect2	18433	END	1558261567368	1558261575787
USER	TryConnect2	18848	END	1558261567862	1558261575787
REQUEST	18733		TryConnect	1558261567677	1558261575786	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19196		TryConnect	1558261569204	1558261575784	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19196	END	1558261569204	1558261575790
USER	TryConnect2	18733	END	1558261567676	1558261575790
REQUEST	19174		TryConnect	1558261569114	1558261575787	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18441		TryConnect	1558261567369	1558261575787	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19182		TryConnect	1558261569202	1558261575791	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18449		TryConnect	1558261567472	1558261575791	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19174	END	1558261569114	1558261575791
USER	TryConnect2	18441	END	1558261567368	1558261575791
USER	TryConnect2	19182	END	1558261569202	1558261575791
USER	TryConnect2	18449	END	1558261567472	1558261575791
REQUEST	18530		TryConnect	1558261567482	1558261575787	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19190		TryConnect	1558261569203	1558261575791	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18530	END	1558261567481	1558261575792
USER	TryConnect2	19190	END	1558261569203	1558261575792
REQUEST	18741		TryConnect	1558261567679	1558261575790	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18367		TryConnect	1558261567366	1558261575787	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18367	END	1558261567366	1558261575795
USER	TryConnect2	18741	END	1558261567679	1558261575795
REQUEST	18538		TryConnect	1558261567482	1558261575792	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18457		TryConnect	1558261567472	1558261575791	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18546		TryConnect	1558261567482	1558261575796	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18538	END	1558261567482	1558261575796
USER	TryConnect2	18457	END	1558261567472	1558261575797
USER	TryConnect2	18546	END	1558261567482	1558261575797
REQUEST	19198		TryConnect	1558261569204	1558261575793	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18554		TryConnect	1558261567483	1558261575797	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19206		TryConnect	1558261569296	1558261575797	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18872		TryConnect	1558261567960	1558261575787	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19198	END	1558261569204	1558261575797
USER	TryConnect2	18554	END	1558261567483	1558261575797
USER	TryConnect2	19206	END	1558261569296	1558261575798
USER	TryConnect2	18872	END	1558261567960	1558261575798
REQUEST	18562		TryConnect	1558261567483	1558261575797	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18570		TryConnect	1558261567574	1558261575799	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18578		TryConnect	1558261567574	1558261575799	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18562	END	1558261567483	1558261575798
USER	TryConnect2	18570	END	1558261567574	1558261575799
USER	TryConnect2	18578	END	1558261567574	1558261575799
REQUEST	19204		TryConnect	1558261569296	1558261575790	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18586		TryConnect	1558261567575	1558261575799	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19212		TryConnect	1558261569296	1558261575800	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18594		TryConnect	1558261567575	1558261575800	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19204	END	1558261569296	1558261575800
USER	TryConnect2	18586	END	1558261567575	1558261575800
USER	TryConnect2	19212	END	1558261569296	1558261575800
USER	TryConnect2	18594	END	1558261567575	1558261575800
REQUEST	18465		TryConnect	1558261567473	1558261575797	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18749		TryConnect	1558261567680	1558261575795	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19220		TryConnect	1558261569296	1558261575800	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19214		TryConnect	1558261569296	1558261575798	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18465	END	1558261567473	1558261575801
USER	TryConnect2	18749	END	1558261567680	1558261575801
USER	TryConnect2	19220	END	1558261569296	1558261575801
USER	TryConnect2	19214	END	1558261569296	1558261575801
REQUEST	19228		TryConnect	1558261569387	1558261575801	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19228	END	1558261569387	1558261575802
REQUEST	19222		TryConnect	1558261569386	1558261575801	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19230		TryConnect	1558261569387	1558261575804	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19222	END	1558261569386	1558261575804
USER	TryConnect2	19230	END	1558261569387	1558261575804
REQUEST	19238		TryConnect	1558261569387	1558261575804	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19246		TryConnect	1558261569504	1558261575807	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19254		TryConnect	1558261569505	1558261575807	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19238	END	1558261569387	1558261575807
USER	TryConnect2	19246	END	1558261569504	1558261575807
USER	TryConnect2	19254	END	1558261569505	1558261575808
REQUEST	19262		TryConnect	1558261569505	1558261575808	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19270		TryConnect	1558261569506	1558261575809	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19278		TryConnect	1558261569608	1558261575809	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19262	END	1558261569505	1558261575809
USER	TryConnect2	19270	END	1558261569506	1558261575809
USER	TryConnect2	19278	END	1558261569608	1558261575810
REQUEST	18757		TryConnect	1558261567681	1558261575801	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18602		TryConnect	1558261567575	1558261575801	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19286		TryConnect	1558261569609	1558261575810	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18610		TryConnect	1558261567576	1558261575812	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18375		TryConnect	1558261567366	1558261575795	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18602	END	1558261567575	1558261575812
USER	TryConnect2	18757	END	1558261567681	1558261575812
USER	TryConnect2	19286	END	1558261569609	1558261575813
USER	TryConnect2	18610	END	1558261567576	1558261575813
USER	TryConnect2	18375	END	1558261567366	1558261575813
REQUEST	19294		TryConnect	1558261569610	1558261575813	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18880		TryConnect	1558261567961	1558261575798	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18473		TryConnect	1558261567473	1558261575801	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19236		TryConnect	1558261569387	1558261575803	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19294	END	1558261569610	1558261575813
USER	TryConnect2	18880	END	1558261567960	1558261575813
USER	TryConnect2	18473	END	1558261567473	1558261575813
USER	TryConnect2	19236	END	1558261569387	1558261575814
REQUEST	18618		TryConnect	1558261567578	1558261575813	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18618	END	1558261567578	1558261575814
REQUEST	19302		TryConnect	1558261569775	1558261575814	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19244		TryConnect	1558261569504	1558261575814	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19302	END	1558261569775	1558261575815
USER	TryConnect2	19244	END	1558261569504	1558261575816
REQUEST	19310		TryConnect	1558261569775	1558261575816	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18765		TryConnect	1558261567856	1558261575812	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18481		TryConnect	1558261567476	1558261575814	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19310	END	1558261569775	1558261575818
USER	TryConnect2	18765	END	1558261567855	1558261575818
USER	TryConnect2	18481	END	1558261567476	1558261575818
REQUEST	18489		TryConnect	1558261567476	1558261575818	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18497		TryConnect	1558261567477	1558261575831	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18505		TryConnect	1558261567478	1558261575832	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18489	END	1558261567476	1558261575831
USER	TryConnect2	18497	END	1558261567477	1558261575831
USER	TryConnect2	18505	END	1558261567478	1558261575832
REQUEST	18513		TryConnect	1558261567479	1558261575832	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18521		TryConnect	1558261567481	1558261575840	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18529		TryConnect	1558261567482	1558261575840	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18513	END	1558261567479	1558261575839
USER	TryConnect2	18521	END	1558261567481	1558261575840
USER	TryConnect2	18529	END	1558261567481	1558261575840
REQUEST	18537		TryConnect	1558261567482	1558261575840	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18545		TryConnect	1558261567482	1558261575842	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18553		TryConnect	1558261567483	1558261575842	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18537	END	1558261567482	1558261575842
USER	TryConnect2	18545	END	1558261567482	1558261575842
USER	TryConnect2	18553	END	1558261567483	1558261575842
REQUEST	18561		TryConnect	1558261567483	1558261575842	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18569		TryConnect	1558261567574	1558261575843	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18577		TryConnect	1558261567574	1558261575844	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18561	END	1558261567483	1558261575843
USER	TryConnect2	18569	END	1558261567574	1558261575844
USER	TryConnect2	18577	END	1558261567574	1558261575844
REQUEST	18585		TryConnect	1558261567575	1558261575844	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18593		TryConnect	1558261567575	1558261575845	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18601		TryConnect	1558261567575	1558261575845	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18585	END	1558261567575	1558261575845
USER	TryConnect2	18593	END	1558261567575	1558261575845
USER	TryConnect2	18601	END	1558261567575	1558261575845
REQUEST	18609		TryConnect	1558261567576	1558261575846	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18617		TryConnect	1558261567578	1558261575848	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18625		TryConnect	1558261567578	1558261575849	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18609	END	1558261567576	1558261575848
USER	TryConnect2	18617	END	1558261567577	1558261575848
USER	TryConnect2	18625	END	1558261567578	1558261575849
REQUEST	18633		TryConnect	1558261567578	1558261575849	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18641		TryConnect	1558261567579	1558261575850	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18649		TryConnect	1558261567579	1558261575850	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18633	END	1558261567578	1558261575850
USER	TryConnect2	18641	END	1558261567579	1558261575850
USER	TryConnect2	18649	END	1558261567579	1558261575850
REQUEST	18657		TryConnect	1558261567579	1558261575850	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18665		TryConnect	1558261567668	1558261575851	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18673		TryConnect	1558261567669	1558261575852	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18657	END	1558261567579	1558261575851
USER	TryConnect2	18665	END	1558261567668	1558261575852
USER	TryConnect2	18673	END	1558261567668	1558261575852
REQUEST	18681		TryConnect	1558261567669	1558261575852	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18689		TryConnect	1558261567669	1558261575854	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18697		TryConnect	1558261567670	1558261575854	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18681	END	1558261567669	1558261575854
USER	TryConnect2	18689	END	1558261567669	1558261575854
USER	TryConnect2	18697	END	1558261567670	1558261575854
REQUEST	18705		TryConnect	1558261567673	1558261575855	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18713		TryConnect	1558261567674	1558261575855	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18721		TryConnect	1558261567675	1558261575856	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18705	END	1558261567672	1558261575855
USER	TryConnect2	18713	END	1558261567674	1558261575856
USER	TryConnect2	18721	END	1558261567675	1558261575856
REQUEST	18729		TryConnect	1558261567676	1558261575856	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18737		TryConnect	1558261567679	1558261575857	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18745		TryConnect	1558261567680	1558261575857	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18729	END	1558261567676	1558261575857
USER	TryConnect2	18737	END	1558261567679	1558261575857
USER	TryConnect2	18745	END	1558261567680	1558261575857
REQUEST	18753		TryConnect	1558261567681	1558261575858	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18761		TryConnect	1558261567682	1558261575860	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18769		TryConnect	1558261567856	1558261575860	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18753	END	1558261567681	1558261575860
USER	TryConnect2	18761	END	1558261567682	1558261575860
USER	TryConnect2	18769	END	1558261567856	1558261575861
REQUEST	18777		TryConnect	1558261567857	1558261575861	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18785		TryConnect	1558261567857	1558261575862	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18793		TryConnect	1558261567858	1558261575862	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18777	END	1558261567857	1558261575861
USER	TryConnect2	18785	END	1558261567857	1558261575862
USER	TryConnect2	18793	END	1558261567858	1558261575862
REQUEST	18801		TryConnect	1558261567858	1558261575862	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18809		TryConnect	1558261567859	1558261575863	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18817		TryConnect	1558261567859	1558261575863	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18801	END	1558261567858	1558261575863
USER	TryConnect2	18809	END	1558261567858	1558261575863
USER	TryConnect2	18817	END	1558261567859	1558261575864
REQUEST	18825		TryConnect	1558261567860	1558261575864	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18833		TryConnect	1558261567861	1558261575867	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18841		TryConnect	1558261567861	1558261575867	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18825	END	1558261567860	1558261575866
USER	TryConnect2	18833	END	1558261567861	1558261575867
USER	TryConnect2	18841	END	1558261567861	1558261575867
REQUEST	18383		TryConnect	1558261567366	1558261575813	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18857		TryConnect	1558261567862	1558261575867	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18391		TryConnect	1558261567367	1558261575931	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18865		TryConnect	1558261567862	1558261575932	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18383	END	1558261567366	1558261575931
USER	TryConnect2	18857	END	1558261567861	1558261575931
USER	TryConnect2	18391	END	1558261567367	1558261575932
USER	TryConnect2	18865	END	1558261567862	1558261575932
REQUEST	18626		TryConnect	1558261567578	1558261575815	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19252		TryConnect	1558261569505	1558261575816	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18626	END	1558261567578	1558261575933
USER	TryConnect2	19252	END	1558261569505	1558261575933
REQUEST	18773		TryConnect	1558261567856	1558261575818	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19260		TryConnect	1558261569505	1558261575933	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18888		TryConnect	1558261567961	1558261575814	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18399		TryConnect	1558261567367	1558261575932	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18849		TryConnect	1558261567863	1558261575932	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	18773	END	1558261567856	1558261575934
USER	TryConnect2	19260	END	1558261569505	1558261575934
USER	TryConnect2	18888	END	1558261567961	1558261575934
USER	TryConnect2	18399	END	1558261567367	1558261575934
USER	TryConnect2	18849	END	1558261567863	1558261575935
REQUEST	19318		TryConnect	1558261569777	1558261575818	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18407		TryConnect	1558261567367	1558261575934	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19326		TryConnect	1558261569777	1558261575936	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18415		TryConnect	1558261567368	1558261575936	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19318	END	1558261569777	1558261575936
USER	TryConnect2	18407	END	1558261567367	1558261575936
USER	TryConnect2	19326	END	1558261569777	1558261575936
USER	TryConnect2	18415	END	1558261567368	1558261575936
REQUEST	19268		TryConnect	1558261569506	1558261575934	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18873		TryConnect	1558261567960	1558261575935	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19268	END	1558261569506	1558261575937
USER	TryConnect2	18873	END	1558261567960	1558261575937
REQUEST	19276		TryConnect	1558261569608	1558261575937	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19284		TryConnect	1558261569609	1558261575938	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19292		TryConnect	1558261569610	1558261575939	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19276	END	1558261569608	1558261575938
USER	TryConnect2	19284	END	1558261569608	1558261575939
USER	TryConnect2	19292	END	1558261569610	1558261575939
REQUEST	19300		TryConnect	1558261569610	1558261575939	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19308		TryConnect	1558261569775	1558261575941	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19316		TryConnect	1558261569777	1558261575941	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
USER	TryConnect2	19300	END	1558261569610	1558261575941
USER	TryConnect2	19308	END	1558261569775	1558261575941
USER	TryConnect2	19316	END	1558261569776	1558261575941
REQUEST	19324		TryConnect	1558261569777	1558261575941	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19332		TryConnect	1558261569777	1558261575943	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	19340		TryConnect	1558261569778	1558261575943	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
REQUEST	18896		TryConnect	1558261568057	1558261575935	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Address already in use: no further information: localhost/127.0.0.1:8080
